wind_speed,cloud_cover,pressure_surface_level,dew_point,uv_index,max_temperature,min_temperature,max_humidity,min_humidity,heatwave
2.7852590678363747,21.4621551191174,993.455514315262,29.97486876641402,7.757284503432606,33.755247919861574,32.35038465467858,69.2607573266494,61.28984358184469,0.0
9.399229903222404,49.88983681563813,1020.9453129537368,25.81539785670908,3.3761297877000045,32.1726882013688,27.963711093227595,81.05437352156112,75.40078303941006,0.0
11.04397416162737,94.02395550995404,1036.1574803925078,35.27762628946502,6.317180755012982,40.162249496216695,35.729239944342126,94.55337188344464,87.82974662933228,0.0
14.575709940442982,8.239686889686604,1034.6237311380276,33.325332354256695,11.0,39.52098544797378,33.95929148101741,82.11812352671478,73.54825597906567,0.0
6.658576355979679,49.88983681563813,966.7041934361738,22.95529360086285,3.825826320739812,27.914785380882687,19.91876415422227,51.27851699893702,37.8253182976235,0.0
9.65031414794166,49.88983681563813,965.388385669518,33.30721478495822,6.825745304979221,39.71474206823222,32.442544362911875,77.58872693578796,61.53980992263957,0.0
12.703255285028582,42.4689010660107,987.4873037893273,42.2262696571728,1.7758780066754571,48.31501959256602,41.41420001568971,29.117800761378717,17.55943658579365,1.0
10.454096327774886,72.09729215852323,1005.2460978194696,45.13419688351645,0.2611823584259758,53.81029035455649,45.022931402162016,32.48630153741499,31.49395433288522,0.0
5.468568157708971,49.88983681563813,959.7315489695318,28.56645438754193,11.0,30.226392842328902,28.02868526482553,47.09472032034358,42.40291190138311,0.0
6.999217551426714,48.02259775845245,1049.2121630834874,35.115471226570826,9.12978728627244,37.08948806473637,34.63269844912638,39.29843874467131,26.132981166361144,0.0
7.55756559486308,40.35060218176517,961.4807761324716,31.097200354430083,6.429832371297478,35.60964626174951,31.647608817110847,28.914331199963904,22.026278106614644,0.0
6.859024833669501,83.20828028753478,1027.1236001097045,17.20472940035811,11.0,26.403358873530767,18.146382270348465,61.358948746990585,48.807541634782126,0.0
11.935635383602303,37.93399100804813,1026.3741727352024,34.96131009876815,5.612365965430789,39.96797366422582,34.132728114842074,67.96123849800615,60.345450174443,0.0
3.487837255601538,1.890138297580346,966.5163963505888,28.368031044133097,11.0,41.64153419062056,38.5551270936429,45.50374076411893,41.05698666217154,0.0
4.532137288945172,91.46272546002892,997.3312580979118,31.596003631449808,5.682992358429615,36.20620948942104,31.360653450915937,48.17034978423184,45.58980104791299,0.0
9.244580548913005,98.0349705348998,1029.273968406429,40.21408585171757,4.4784645879775855,43.63365328518733,36.500703617318905,15.785676586553166,5.158951627810839,0.0
3.5521310526041554,63.83215552406787,1002.3591281114896,28.368031044133097,4.992208667018082,20.396882829827728,15.06415260642947,47.62648805696404,32.33565383916195,0.0
3.154433313897317,39.92372518073209,1041.8061732886267,23.760269387495413,8.450902905085442,29.77466217346565,21.322325022546963,88.93845430730194,82.11828746917398,0.0
9.049854435031593,89.81421192564709,986.5755625576428,46.39007265750068,3.9764413946287656,47.89277015793252,43.95152707572883,31.61403368748154,18.436009178220548,1.0
3.603552328941521,49.88983681563813,965.4452734354584,27.39447672096245,8.069036222438662,29.541684640638262,28.20466032981813,45.66225394820847,40.72452898436748,0.0
9.75395976489596,2.560329166233122,1045.1789919467972,22.44907882791452,8.183975590171162,30.07877118769573,23.165049125669583,89.27283684129972,74.98169163569561,0.0
0.2695011585479462,51.8889089033459,1002.2705627055166,33.559565120946644,7.280747171623953,37.842065231636695,35.58032973930544,92.33224118845528,78.45692129130859,0.0
5.506319345553686,75.95474083951754,986.204215503816,34.45468703709709,11.0,43.22874720690892,35.337796711117015,76.61138948737859,68.95778644554409,1.0
1.5887510205865634,64.59404619066153,1040.6626565755373,26.348149580399088,10.091402392570632,30.41628565479148,28.40572373910899,71.24540543711403,60.6089107744732,0.0
13.42431065384899,3.866181181560735,1027.2077149609563,19.34303368742675,6.23017183316435,21.592693138848784,19.14858059325489,51.63976005762503,43.15855368617404,0.0
3.934173624943474,29.653485367609058,966.4352152356118,21.98283570829787,6.433403225537013,28.59320194768913,22.59119402590146,35.24149016385227,23.550612872743045,0.0
12.669444495361205,28.51065414207937,1047.0976282265444,25.797620997350947,2.9000970015266274,31.5755163422535,28.10308640008573,46.25334908019876,37.8973219859064,0.0
13.539430715722816,12.691598159151706,1023.2630606242162,26.848299375901263,0.9405467185826976,33.48856345384811,28.552919163521405,70.47338698774091,58.90689513985905,0.0
2.3853771836298514,77.8194585298995,989.3795266519136,28.368031044133097,2.026835640665909,53.05834190471009,45.86006716120734,30.2984103062903,15.239653026344971,1.0
7.2799294459926625,45.5550922399709,1013.7273360041024,39.78292224563051,4.927699413920195,49.29480693592047,42.45693446096264,47.20238285060677,34.122186903946385,0.0
1.6014479812089688,27.689757849521268,1030.4043433858897,25.130489260877628,6.76535835261866,31.2056281684855,26.984735066596404,89.61079133377969,81.81181432726996,0.0
1.981701624207706,63.924875170683,986.4232010074472,34.393184593787225,5.375764997260642,40.19147337133116,38.53020923549885,31.87745163733556,20.174701634445164,0.0
14.34501708925659,19.046313671198245,987.869668578381,28.368031044133097,5.51456034292752,28.16744766828864,25.139207179216346,84.90771518762375,72.15075209531864,0.0
3.2304526520316927,73.87660102630494,1021.2959237040492,20.08524508297647,7.466911696149795,25.73618141662378,22.59782657391381,88.60670607235429,81.1586450609404,0.0
6.134886339676351,97.39831541573469,1048.6636780150295,29.45327276625615,8.019058304720918,37.6992187826025,31.566612483980197,39.510857824372856,24.27757456057,0.0
10.954077465398449,93.54856241717242,1025.4335126668343,28.381673252455727,3.201097319317085,33.239179009491686,32.798799520277974,47.4276415170252,38.28401618886296,0.0
2.0505186192166223,8.970338703887126,1006.3342841542444,13.073355845717224,4.461794243290488,17.7595378414036,15.04024524139474,66.13353991892454,63.79672055320141,0.0
13.674146395039417,49.88983681563813,1041.8188340701968,27.740258695956275,9.071425707037738,33.90895960395655,31.07344069750992,85.94176874646297,74.48273707640564,0.0
4.97435382020443,14.6918353307816,995.6570068026208,32.31146297612245,8.605030741765944,39.00971203949047,32.275756285697334,45.41356075781658,34.647843623883126,0.0
12.897767428545349,46.38149956106648,1037.3258612103214,19.602874900596653,4.344814563844958,27.60467457511116,22.997632482392508,55.8721589473287,51.60652542370456,0.0
3.5069145342093453,5.023889980546059,1001.094580674434,15.225657045277332,2.311781485376589,18.56999082021026,12.746564709374006,83.49360668862798,78.29792543109636,0.0
1.5809812029645625,7.66478551391645,1044.7830720541774,22.33983833613729,5.605892016723365,30.311687433872777,21.937701451988108,27.82441197038956,18.551908298715848,0.0
10.902115589128268,81.37200898216089,994.4752816050712,29.500861526124066,0.3322049402066787,36.03386132645513,28.435198386821444,26.96940733139148,22.4675672833482,0.0
2.6459181370242786,75.08600739333751,985.6869067071016,18.90280011230567,9.07542198741207,25.181440106372698,15.81162988168976,74.67522548861902,61.99794472668098,0.0
13.156202219939484,1.2111493606326018,1035.1577819736951,47.683415147875394,4.778715627289378,48.3989496660226,45.70870555232526,27.811307618837315,14.747815630896303,1.0
3.1886068809669355,95.36460345830928,952.6030346896864,31.81795748825073,11.0,39.23140226849152,31.51090966664437,22.087310424181588,7.181034427367991,0.0
7.778177012489883,72.82920817482831,1048.3978530063496,35.651221208089964,5.234152023726272,38.5851968987881,37.80980930946942,48.944475879194506,36.26845127052198,0.0
7.92937875614192,41.8950857288423,962.4740715668064,27.64598131212528,10.660012400124792,32.569317857629194,25.16970871963718,84.56185700475496,76.01581986146168,0.0
8.496459026602015,49.88983681563813,1021.229472281964,32.773744511900354,8.730177231481143,38.4707256320911,30.766534529368705,16.350570752543167,10.32123911031892,0.0
9.791824643384055,82.98332608483096,975.7249463644588,48.165823612854375,6.99963333256894,51.82655530871956,44.9901571470398,41.15530534312934,32.97106052461382,0.0
14.308820537486644,49.88983681563813,952.9810556783506,18.681786986574096,9.255532269430557,24.588886682651243,20.58995568507064,31.12511318182628,22.25498603742839,0.0
8.968939725866445,25.113352058463143,988.3902257636682,28.368031044133097,3.0122036504628835,33.52587207181249,27.87640599581648,34.9414631848805,25.38652595656553,0.0
11.28728143420502,92.58259870632598,1013.9582369610948,24.30989347255396,7.933673615757444,25.91268156902801,20.868918405338576,97.19621021221232,79.21355147210792,0.0
0.1952818911117698,17.43225860674934,1002.2608738577794,22.911572228043905,1.7243610188464578,25.11520082431765,18.93818793590404,11.46354471150119,8.966991081618927,0.0
9.413294397263837,98.887714676377,1027.9284683577157,35.63694348993895,2.825507644714913,38.146222613252704,37.37898725722514,77.35320290334111,67.67843917225156,0.0
10.356474283327431,14.433722683679006,951.8079044183174,14.944468182701678,1.9971900351422447,17.631369598050625,12.303897969793974,54.210387106262544,41.72554324429284,0.0
4.03447099027454,38.02763560321701,997.6358801317456,26.90783898892488,6.632974763006217,31.059221974615298,28.90191444835781,29.12402778740363,13.987540608182712,0.0
7.566731853439172,4.793434625612703,1030.3087987922938,27.15362859182317,6.99963333256894,32.264139683659884,25.705745624817556,78.11580730750343,63.87638100758068,0.0
7.2465203381232355,65.23037686520658,956.4185267797882,22.412647154763768,2.441118662491024,28.21670549470741,23.672665713713734,20.94808252812205,12.968943444132288,0.0
4.482997272706816,8.801263060406573,1020.8488332554716,18.832201109322742,6.99963333256894,21.950915776870616,17.158623411849458,55.289470392455534,40.06698903857401,0.0
7.1080617390255885,66.97524950076566,952.9865359219216,21.76054266625692,6.5698879412961055,27.78201826946932,21.124703815794984,83.61199505863517,71.36350938390555,0.0
